GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA2020
"G1701910","Illinois","17","170","Wayne County","191","1910",16179
"G1701930","Illinois","17","170","White County","193","1930",13877
"G1701950","Illinois","17","170","Whiteside County","195","1950",55691
"G1701970","Illinois","17","170","Will County","197","1970",696355
"G1701990","Illinois","17","170","Williamson County","199","1990",67153
"G1702010","Illinois","17","170","Winnebago County","201","2010",285350
"G1702030","Illinois","17","170","Woodford County","203","2030",38467
"G1800010","Indiana","18","180","Adams County","001","0010",35809
"G1800030","Indiana","18","180","Allen County","003","0030",385410
"G1800050","Indiana","18","180","Bartholomew County","005","0050",82208
"G1800070","Indiana","18","180","Benton County","007","0070",8719
"G1800090","Indiana","18","180","Blackford County","009","0090",12112
"G1800110","Indiana","18","180","Boone County","011","0110",70812
"G1800130","Indiana","18","180","Brown County","013","0130",15475
"G1800150","Indiana","18","180","Carroll County","015","0150",20306
"G1800170","Indiana","18","180","Cass County","017","0170",37870
"G1800190","Indiana","18","180","Clark County","019","0190",121093
"G1800210","Indiana","18","180","Clay County","021","0210",26466
"G1800230","Indiana","18","180","Clinton County","023","0230",33190
"G1800250","Indiana","18","180","Crawford County","025","0250",10526
"G1800270","Indiana","18","180","Daviess County","027","0270",33381
"G1800290","Indiana","18","180","Dearborn County","029","0290",50679
"G1800310","Indiana","18","180","Decatur County","031","0310",26472
"G1800330","Indiana","18","180","DeKalb County","033","0330",43265
"G1800350","Indiana","18","180","Delaware County","035","0350",111903
"G1800370","Indiana","18","180","Dubois County","037","0370",43637
"G1800390","Indiana","18","180","Elkhart County","039","0390",207047
"G1800410","Indiana","18","180","Fayette County","041","0410",23398
"G1800430","Indiana","18","180","Floyd County","043","0430",80484
"G1800450","Indiana","18","180","Fountain County","045","0450",16479
"G1800470","Indiana","18","180","Franklin County","047","0470",22785
"G1800490","Indiana","18","180","Fulton County","049","0490",20480
"G1800510","Indiana","18","180","Gibson County","051","0510",33011
"G1800530","Indiana","18","180","Grant County","053","0530",66674
"G1800550","Indiana","18","180","Greene County","055","0550",30803
"G1800570","Indiana","18","180","Hamilton County","057","0570",347467
"G1800590","Indiana","18","180","Hancock County","059","0590",79840
"G1800610","Indiana","18","180","Harrison County","061","0610",39654
"G1800630","Indiana","18","180","Hendricks County","063","0630",174788
"G1800650","Indiana","18","180","Henry County","065","0650",48914
"G1800670","Indiana","18","180","Howard County","067","0670",83658
"G1800690","Indiana","18","180","Huntington County","069","0690",36662
"G1800710","Indiana","18","180","Jackson County","071","0710",46428
"G1800730","Indiana","18","180","Jasper County","073","0730",32918
"G1800750","Indiana","18","180","Jay County","075","0750",20478
"G1800770","Indiana","18","180","Jefferson County","077","0770",33147
"G1800790","Indiana","18","180","Jennings County","079","0790",27613
"G1800810","Indiana","18","180","Johnson County","081","0810",161765
"G1800830","Indiana","18","180","Knox County","083","0830",36282
"G1800850","Indiana","18","180","Kosciusko County","085","0850",80240
"G1800870","Indiana","18","180","LaGrange County","087","0870",40446
"G1800890","Indiana","18","180","Lake County","089","0890",498700
"G1800910","Indiana","18","180","LaPorte County","091","0910",112417
"G1800930","Indiana","18","180","Lawrence County","093","0930",45011
"G1800950","Indiana","18","180","Madison County","095","0950",130129
"G1800970","Indiana","18","180","Marion County","097","0970",977203
"G1800990","Indiana","18","180","Marshall County","099","0990",46095
"G1801010","Indiana","18","180","Martin County","101","1010",9812
"G1801030","Indiana","18","180","Miami County","103","1030",35962
"G1801050","Indiana","18","180","Monroe County","105","1050",139718
"G1801070","Indiana","18","180","Montgomery County","107","1070",37936
"G1801090","Indiana","18","180","Morgan County","109","1090",71780
"G1801110","Indiana","18","180","Newton County","111","1110",13830
"G1801130","Indiana","18","180","Noble County","113","1130",47457
"G1801150","Indiana","18","180","Ohio County","115","1150",5940
"G1801170","Indiana","18","180","Orange County","117","1170",19867
"G1801190","Indiana","18","180","Owen County","119","1190",21321
"G1801210","Indiana","18","180","Parke County","121","1210",16156
"G1801230","Indiana","18","180","Perry County","123","1230",19170
"G1801250","Indiana","18","180","Pike County","125","1250",12250
"G1801270","Indiana","18","180","Porter County","127","1270",173215
"G1801290","Indiana","18","180","Posey County","129","1290",25222
"G1801310","Indiana","18","180","Pulaski County","131","1310",12514
"G1801330","Indiana","18","180","Putnam County","133","1330",36726
"G1801350","Indiana","18","180","Randolph County","135","1350",24502
"G1801370","Indiana","18","180","Ripley County","137","1370",28995
"G1801390","Indiana","18","180","Rush County","139","1390",16752
"G1801430","Indiana","18","180","Scott County","143","1430",24384
"G1801450","Indiana","18","180","Shelby County","145","1450",45055
"G1801470","Indiana","18","180","Spencer County","147","1470",19810
"G1801410","Indiana","18","180","St. Joseph County","141","1410",272912
"G1801490","Indiana","18","180","Starke County","149","1490",23371
"G1801510","Indiana","18","180","Steuben County","151","1510",34435
"G1801530","Indiana","18","180","Sullivan County","153","1530",20817
"G1801550","Indiana","18","180","Switzerland County","155","1550",9737
"G1801570","Indiana","18","180","Tippecanoe County","157","1570",186251
"G1801590","Indiana","18","180","Tipton County","159","1590",15359
"G1801610","Indiana","18","180","Union County","161","1610",7087
"G1801630","Indiana","18","180","Vanderburgh County","163","1630",180136
"G1801650","Indiana","18","180","Vermillion County","165","1650",15439
"G1801670","Indiana","18","180","Vigo County","167","1670",106153
"G1801690","Indiana","18","180","Wabash County","169","1690",30976
"G1801710","Indiana","18","180","Warren County","171","1710",8440
"G1801730","Indiana","18","180","Warrick County","173","1730",63898
"G1801750","Indiana","18","180","Washington County","175","1750",28182
"G1801770","Indiana","18","180","Wayne County","177","1770",66553
"G1801790","Indiana","18","180","Wells County","179","1790",28180
"G1801810","Indiana","18","180","White County","181","1810",24688
"G1801830","Indiana","18","180","Whitley County","183","1830",34191
"G1900010","Iowa","19","190","Adair County","001","0010",7496
"G1900030","Iowa","19","190","Adams County","003","0030",3704
"G1900050","Iowa","19","190","Allamakee County","005","0050",14061
"G1900070","Iowa","19","190","Appanoose County","007","0070",12317
"G1900090","Iowa","19","190","Audubon County","009","0090",5674
"G1900110","Iowa","19","190","Benton County","011","0110",25575
"G1900130","Iowa","19","190","Black Hawk County","013","0130",131144
"G1900150","Iowa","19","190","Boone County","015","0150",26715
"G1900170","Iowa","19","190","Bremer County","017","0170",24988
"G1900190","Iowa","19","190","Buchanan County","019","0190",20565
"G1900210","Iowa","19","190","Buena Vista County","021","0210",20823
"G1900230","Iowa","19","190","Butler County","023","0230",14334
"G1900250","Iowa","19","190","Calhoun County","025","0250",9927
"G1900270","Iowa","19","190","Carroll County","027","0270",20760
"G1900290","Iowa","19","190","Cass County","029","0290",13127
"G1900310","Iowa","19","190","Cedar County","031","0310",18505
"G1900330","Iowa","19","190","Cerro Gordo County","033","0330",43127
"G1900350","Iowa","19","190","Cherokee County","035","0350",11658
"G1900370","Iowa","19","190","Chickasaw County","037","0370",12012
"G1900390","Iowa","19","190","Clarke County","039","0390",9748
"G1900410","Iowa","19","190","Clay County","041","0410",16384
"G1900430","Iowa","19","190","Clayton County","043","0430",17043
"G1900450","Iowa","19","190","Clinton County","045","0450",46460
"G1900470","Iowa","19","190","Crawford County","047","0470",16525
"G1900490","Iowa","19","190","Dallas County","049","0490",99678
"G1900510","Iowa","19","190","Davis County","051","0510",9110
"G1900530","Iowa","19","190","Decatur County","053","0530",7645
"G1900550","Iowa","19","190","Delaware County","055","0550",17488
"G1900570","Iowa","19","190","Des Moines County","057","0570",38910
"G1900590","Iowa","19","190","Dickinson County","059","0590",17703
"G1900610","Iowa","19","190","Dubuque County","061","0610",99266
"G1900630","Iowa","19","190","Emmet County","063","0630",9388
"G1900650","Iowa","19","190","Fayette County","065","0650",19509
"G1900670","Iowa","19","190","Floyd County","067","0670",15627
"G1900690","Iowa","19","190","Franklin County","069","0690",10019
"G1900710","Iowa","19","190","Fremont County","071","0710",6605
"G1900730","Iowa","19","190","Greene County","073","0730",8771
"G1900750","Iowa","19","190","Grundy County","075","0750",12329
"G1900770","Iowa","19","190","Guthrie County","077","0770",10623
"G1900790","Iowa","19","190","Hamilton County","079","0790",15039
"G1900810","Iowa","19","190","Hancock County","081","0810",10795
"G1900830","Iowa","19","190","Hardin County","083","0830",16878
"G1900850","Iowa","19","190","Harrison County","085","0850",14582
"G1900870","Iowa","19","190","Henry County","087","0870",20482
"G1900890","Iowa","19","190","Howard County","089","0890",9469
"G1900910","Iowa","19","190","Humboldt County","091","0910",9597
"G1900930","Iowa","19","190","Ida County","093","0930",7005
"G1900950","Iowa","19","190","Iowa County","095","0950",16662
"G1900970","Iowa","19","190","Jackson County","097","0970",19485
"G1900990","Iowa","19","190","Jasper County","099","0990",37813
"G1901010","Iowa","19","190","Jefferson County","101","1010",15663
"G1901030","Iowa","19","190","Johnson County","103","1030",152854
"G1901050","Iowa","19","190","Jones County","105","1050",20646
"G1901070","Iowa","19","190","Keokuk County","107","1070",10033
"G1901090","Iowa","19","190","Kossuth County","109","1090",14828
"G1901110","Iowa","19","190","Lee County","111","1110",33555
"G1901130","Iowa","19","190","Linn County","113","1130",230299
"G1901150","Iowa","19","190","Louisa County","115","1150",10837
"G1901170","Iowa","19","190","Lucas County","117","1170",8634
"G1901190","Iowa","19","190","Lyon County","119","1190",11934
"G1901210","Iowa","19","190","Madison County","121","1210",16548
"G1901230","Iowa","19","190","Mahaska County","123","1230",22190
"G1901250","Iowa","19","190","Marion County","125","1250",33414
"G1901270","Iowa","19","190","Marshall County","127","1270",40105
"G1901290","Iowa","19","190","Mills County","129","1290",14484
"G1901310","Iowa","19","190","Mitchell County","131","1310",10565
"G1901330","Iowa","19","190","Monona County","133","1330",8751
"G1901350","Iowa","19","190","Monroe County","135","1350",7577
"G1901370","Iowa","19","190","Montgomery County","137","1370",10330
"G1901390","Iowa","19","190","Muscatine County","139","1390",43235
"G1901410","Iowa","19","190","O'Brien County","141","1410",14182
"G1901430","Iowa","19","190","Osceola County","143","1430",6192
"G1901450","Iowa","19","190","Page County","145","1450",15211
"G1901470","Iowa","19","190","Palo Alto County","147","1470",8996
"G1901490","Iowa","19","190","Plymouth County","149","1490",25698
"G1901510","Iowa","19","190","Pocahontas County","151","1510",7078
"G1901530","Iowa","19","190","Polk County","153","1530",492401
"G1901550","Iowa","19","190","Pottawattamie County","155","1550",93667
"G1901570","Iowa","19","190","Poweshiek County","157","1570",18662
"G1901590","Iowa","19","190","Ringgold County","159","1590",4663
"G1901610","Iowa","19","190","Sac County","161","1610",9814
"G1901630","Iowa","19","190","Scott County","163","1630",174669
"G1901650","Iowa","19","190","Shelby County","165","1650",11746
"G1901670","Iowa","19","190","Sioux County","167","1670",35872
"G1901690","Iowa","19","190","Story County","169","1690",98537
"G1901710","Iowa","19","190","Tama County","171","1710",17135
"G1901730","Iowa","19","190","Taylor County","173","1730",5896
"G1901750","Iowa","19","190","Union County","175","1750",12138
"G1901770","Iowa","19","190","Van Buren County","177","1770",7203
"G1901790","Iowa","19","190","Wapello County","179","1790",35437
"G1901810","Iowa","19","190","Warren County","181","1810",52403
"G1901830","Iowa","19","190","Washington County","183","1830",22565
"G1901850","Iowa","19","190","Wayne County","185","1850",6497
"G1901870","Iowa","19","190","Webster County","187","1870",36999
"G1901890","Iowa","19","190","Winnebago County","189","1890",10679
"G1901910","Iowa","19","190","Winneshiek County","191","1910",20070
"G1901930","Iowa","19","190","Woodbury County","193","1930",105941
"G1901950","Iowa","19","190","Worth County","195","1950",7443
"G1901970","Iowa","19","190","Wright County","197","1970",12943
"G2000010","Kansas","20","200","Allen County","001","0010",12526
"G2000030","Kansas","20","200","Anderson County","003","0030",7836
"G2000050","Kansas","20","200","Atchison County","005","0050",16348
"G2000070","Kansas","20","200","Barber County","007","0070",4228
"G2000090","Kansas","20","200","Barton County","009","0090",25493
"G2000110","Kansas","20","200","Bourbon County","011","0110",14360
"G2000130","Kansas","20","200","Brown County","013","0130",9508
"G2000150","Kansas","20","200","Butler County","015","0150",67380
"G2000170","Kansas","20","200","Chase County","017","0170",2572
"G2000190","Kansas","20","200","Chautauqua County","019","0190",3379
"G2000210","Kansas","20","200","Cherokee County","021","0210",19362
"G2000230","Kansas","20","200","Cheyenne County","023","0230",2616
"G2000250","Kansas","20","200","Clark County","025","0250",1991
"G2000270","Kansas","20","200","Clay County","027","0270",8117
"G2000290","Kansas","20","200","Cloud County","029","0290",9032
"G2000310","Kansas","20","200","Coffey County","031","0310",8360
"G2000330","Kansas","20","200","Comanche County","033","0330",1689
"G2000350","Kansas","20","200","Cowley County","035","0350",34549
"G2000370","Kansas","20","200","Crawford County","037","0370",38972
"G2000390","Kansas","20","200","Decatur County","039","0390",2764
"G2000410","Kansas","20","200","Dickinson County","041","0410",18402
"G2000430","Kansas","20","200","Doniphan County","043","0430",7510
"G2000450","Kansas","20","200","Douglas County","045","0450",118785
"G2000470","Kansas","20","200","Edwards County","047","0470",2907
"G2000490","Kansas","20","200","Elk County","049","0490",2483
"G2000510","Kansas","20","200","Ellis County","051","0510",28934
"G2000530","Kansas","20","200","Ellsworth County","053","0530",6376
"G2000550","Kansas","20","200","Finney County","055","0550",38470
"G2000570","Kansas","20","200","Ford County","057","0570",34287
"G2000590","Kansas","20","200","Franklin County","059","0590",25996
"G2000610","Kansas","20","200","Geary County","061","0610",36739
"G2000630","Kansas","20","200","Gove County","063","0630",2718
"G2000650","Kansas","20","200","Graham County","065","0650",2415
"G2000670","Kansas","20","200","Grant County","067","0670",7352
"G2000690","Kansas","20","200","Gray County","069","0690",5653
"G2000710","Kansas","20","200","Greeley County","071","0710",1284
"G2000730","Kansas","20","200","Greenwood County","073","0730",6016
"G2000750","Kansas","20","200","Hamilton County","075","0750",2518
"G2000770","Kansas","20","200","Harper County","077","0770",5485
"G2000790","Kansas","20","200","Harvey County","079","0790",34024
"G2000810","Kansas","20","200","Haskell County","081","0810",3780
"G2000830","Kansas","20","200","Hodgeman County","083","0830",1723
"G2000850","Kansas","20","200","Jackson County","085","0850",13232
"G2000870","Kansas","20","200","Jefferson County","087","0870",18368
"G2000890","Kansas","20","200","Jewell County","089","0890",2932
"G2000910","Kansas","20","200","Johnson County","091","0910",609863
"G2000930","Kansas","20","200","Kearny County","093","0930",3983
"G2000950","Kansas","20","200","Kingman County","095","0950",7470
"G2000970","Kansas","20","200","Kiowa County","097","0970",2460
"G2000990","Kansas","20","200","Labette County","099","0990",20184
"G2001010","Kansas","20","200","Lane County","101","1010",1574
"G2001030","Kansas","20","200","Leavenworth County","103","1030",81881
"G2001050","Kansas","20","200","Lincoln County","105","1050",2939
"G2001070","Kansas","20","200","Linn County","107","1070",9591
"G2001090","Kansas","20","200","Logan County","109","1090",2762
"G2001110","Kansas","20","200","Lyon County","111","1110",32179
"G2001150","Kansas","20","200","Marion County","115","1150",11823
"G2001170","Kansas","20","200","Marshall County","117","1170",10038
"G2001130","Kansas","20","200","McPherson County","113","1130",30223
"G2001190","Kansas","20","200","Meade County","119","1190",4055
"G2001210","Kansas","20","200","Miami County","121","1210",34191
"G2001230","Kansas","20","200","Mitchell County","123","1230",5796
"G2001250","Kansas","20","200","Montgomery County","125","1250",31486
"G2001270","Kansas","20","200","Morris County","127","1270",5386
"G2001290","Kansas","20","200","Morton County","129","1290",2701
"G2001310","Kansas","20","200","Nemaha County","131","1310",10273
"G2001330","Kansas","20","200","Neosho County","133","1330",15904
"G2001350","Kansas","20","200","Ness County","135","1350",2687
"G2001370","Kansas","20","200","Norton County","137","1370",5459
"G2001390","Kansas","20","200","Osage County","139","1390",15766
"G2001410","Kansas","20","200","Osborne County","141","1410",3500
"G2001430","Kansas","20","200","Ottawa County","143","1430",5735
"G2001450","Kansas","20","200","Pawnee County","145","1450",6253
"G2001470","Kansas","20","200","Phillips County","147","1470",4981
"G2001490","Kansas","20","200","Pottawatomie County","149","1490",25348
"G2001510","Kansas","20","200","Pratt County","151","1510",9157
"G2001530","Kansas","20","200","Rawlins County","153","1530",2561
"G2001550","Kansas","20","200","Reno County","155","1550",61898
"G2001570","Kansas","20","200","Republic County","157","1570",4674
"G2001590","Kansas","20","200","Rice County","159","1590",9427
"G2001610","Kansas","20","200","Riley County","161","1610",71959
"G2001630","Kansas","20","200","Rooks County","163","1630",4919
"G2001650","Kansas","20","200","Rush County","165","1650",2956
"G2001670","Kansas","20","200","Russell County","167","1670",6691
"G2001690","Kansas","20","200","Saline County","169","1690",54303
"G2001710","Kansas","20","200","Scott County","171","1710",5151
"G2001730","Kansas","20","200","Sedgwick County","173","1730",523824
"G2001750","Kansas","20","200","Seward County","175","1750",21964
"G2001770","Kansas","20","200","Shawnee County","177","1770",178909
"G2001790","Kansas","20","200","Sheridan County","179","1790",2447
"G2001810","Kansas","20","200","Sherman County","181","1810",5927
"G2001830","Kansas","20","200","Smith County","183","1830",3570
"G2001850","Kansas","20","200","Stafford County","185","1850",4072
"G2001870","Kansas","20","200","Stanton County","187","1870",2084
"G2001890","Kansas","20","200","Stevens County","189","1890",5250
"G2001910","Kansas","20","200","Sumner County","191","1910",22382
"G2001930","Kansas","20","200","Thomas County","193","1930",7930
"G2001950","Kansas","20","200","Trego County","195","1950",2808
"G2001970","Kansas","20","200","Wabaunsee County","197","1970",6877
"G2001990","Kansas","20","200","Wallace County","199","1990",1512
"G2002010","Kansas","20","200","Washington County","201","2010",5530
"G2002030","Kansas","20","200","Wichita County","203","2030",2152
"G2002050","Kansas","20","200","Wilson County","205","2050",8624
"G2002070","Kansas","20","200","Woodson County","207","2070",3115
"G2002090","Kansas","20","200","Wyandotte County","209","2090",169245
"G2100010","Kentucky","21","210","Adair County","001","0010",18903
"G2100030","Kentucky","21","210","Allen County","003","0030",20588
"G2100050","Kentucky","21","210","Anderson County","005","0050",23852
"G2100070","Kentucky","21","210","Ballard County","007","0070",7728
"G2100090","Kentucky","21","210","Barren County","009","0090",44485
"G2100110","Kentucky","21","210","Bath County","011","0110",12750
"G2100130","Kentucky","21","210","Bell County","013","0130",24097
"G2100150","Kentucky","21","210","Boone County","015","0150",135968
"G2100170","Kentucky","21","210","Bourbon County","017","0170",20252
"G2100190","Kentucky","21","210","Boyd County","019","0190",48261
"G2100210","Kentucky","21","210","Boyle County","021","0210",30614
"G2100230","Kentucky","21","210","Bracken County","023","0230",8400
"G2100250","Kentucky","21","210","Breathitt County","025","0250",13718
"G2100270","Kentucky","21","210","Breckinridge County","027","0270",20432
"G2100290","Kentucky","21","210","Bullitt County","029","0290",82217
"G2100310","Kentucky","21","210","Butler County","031","0310",12371
"G2100330","Kentucky","21","210","Caldwell County","033","0330",12649
"G2100350","Kentucky","21","210","Calloway County","035","0350",37103
"G2100370","Kentucky","21","210","Campbell County","037","0370",93076
"G2100390","Kentucky","21","210","Carlisle County","039","0390",4826
"G2100410","Kentucky","21","210","Carroll County","041","0410",10810
"G2100430","Kentucky","21","210","Carter County","043","0430",26627
"G2100450","Kentucky","21","210","Casey County","045","0450",15941
"G2100470","Kentucky","21","210","Christian County","047","0470",72748
"G2100490","Kentucky","21","210","Clark County","049","0490",36972
"G2100510","Kentucky","21","210","Clay County","051","0510",20345
"G2100530","Kentucky","21","210","Clinton County","053","0530",9253
"G2100550","Kentucky","21","210","Crittenden County","055","0550",8990
"G2100570","Kentucky","21","210","Cumberland County","057","0570",5888
"G2100590","Kentucky","21","210","Daviess County","059","0590",103312
"G2100610","Kentucky","21","210","Edmonson County","061","0610",12126
"G2100630","Kentucky","21","210","Elliott County","063","0630",7354
"G2100650","Kentucky","21","210","Estill County","065","0650",14163
"G2100670","Kentucky","21","210","Fayette County","067","0670",322570
"G2100690","Kentucky","21","210","Fleming County","069","0690",15082
"G2100710","Kentucky","21","210","Floyd County","071","0710",35942
"G2100730","Kentucky","21","210","Franklin County","073","0730",51541
"G2100750","Kentucky","21","210","Fulton County","075","0750",6515
"G2100770","Kentucky","21","210","Gallatin County","077","0770",8690
"G2100790","Kentucky","21","210","Garrard County","079","0790",16953
"G2100810","Kentucky","21","210","Grant County","081","0810",24941
"G2100830","Kentucky","21","210","Graves County","083","0830",36649
"G2100850","Kentucky","21","210","Grayson County","085","0850",26420
"G2100870","Kentucky","21","210","Green County","087","0870",11107
"G2100890","Kentucky","21","210","Greenup County","089","0890",35962
"G2100910","Kentucky","21","210","Hancock County","091","0910",9095
"G2100930","Kentucky","21","210","Hardin County","093","0930",110702
"G2100950","Kentucky","21","210","Harlan County","095","0950",26831
"G2100970","Kentucky","21","210","Harrison County","097","0970",18692
"G2100990","Kentucky","21","210","Hart County","099","0990",19288
"G2101010","Kentucky","21","210","Henderson County","101","1010",44793
"G2101030","Kentucky","21","210","Henry County","103","1030",15678
"G2101050","Kentucky","21","210","Hickman County","105","1050",4521
"G2101070","Kentucky","21","210","Hopkins County","107","1070",45423
"G2101090","Kentucky","21","210","Jackson County","109","1090",12955
"G2101110","Kentucky","21","210","Jefferson County","111","1110",782969
"G2101130","Kentucky","21","210","Jessamine County","113","1130",52991
"G2101150","Kentucky","21","210","Johnson County","115","1150",22680
"G2101170","Kentucky","21","210","Kenton County","117","1170",169064
"G2101190","Kentucky","21","210","Knott County","119","1190",14251
"G2101210","Kentucky","21","210","Knox County","121","1210",30193
"G2101230","Kentucky","21","210","Larue County","123","1230",14867
"G2101250","Kentucky","21","210","Laurel County","125","1250",62613
"G2101270","Kentucky","21","210","Lawrence County","127","1270",16293
"G2101290","Kentucky","21","210","Lee County","129","1290",7395
"G2101310","Kentucky","21","210","Leslie County","131","1310",10513
"G2101330","Kentucky","21","210","Letcher County","133","1330",21548
"G2101350","Kentucky","21","210","Lewis County","135","1350",13080
"G2101370","Kentucky","21","210","Lincoln County","137","1370",24275
"G2101390","Kentucky","21","210","Livingston County","139","1390",8888
"G2101410","Kentucky","21","210","Logan County","141","1410",27432
"G2101430","Kentucky","21","210","Lyon County","143","1430",8680
"G2101510","Kentucky","21","210","Madison County","151","1510",92701
"G2101530","Kentucky","21","210","Magoffin County","153","1530",11637
"G2101550","Kentucky","21","210","Marion County","155","1550",19581
"G2101570","Kentucky","21","210","Marshall County","157","1570",31659
"G2101590","Kentucky","21","210","Martin County","159","1590",11287
"G2101610","Kentucky","21","210","Mason County","161","1610",17120
"G2101450","Kentucky","21","210","McCracken County","145","1450",67875
"G2101470","Kentucky","21","210","McCreary County","147","1470",16888
"G2101490","Kentucky","21","210","McLean County","149","1490",9152
"G2101630","Kentucky","21","210","Meade County","163","1630",30003
"G2101650","Kentucky","21","210","Menifee County","165","1650",6113
"G2101670","Kentucky","21","210","Mercer County","167","1670",22641
"G2101690","Kentucky","21","210","Metcalfe County","169","1690",10286
"G2101710","Kentucky","21","210","Monroe County","171","1710",11338
"G2101730","Kentucky","21","210","Montgomery County","173","1730",28114
"G2101750","Kentucky","21","210","Morgan County","175","1750",13726
"G2101770","Kentucky","21","210","Muhlenberg County","177","1770",30928
"G2101790","Kentucky","21","210","Nelson County","179","1790",46738
"G2101810","Kentucky","21","210","Nicholas County","181","1810",7537
"G2101830","Kentucky","21","210","Ohio County","183","1830",23772
"G2101850","Kentucky","21","210","Oldham County","185","1850",67607
"G2101870","Kentucky","21","210","Owen County","187","1870",11278
"G2101890","Kentucky","21","210","Owsley County","189","1890",4051
"G2101910","Kentucky","21","210","Pendleton County","191","1910",14644
"G2101930","Kentucky","21","210","Perry County","193","1930",28473
"G2101950","Kentucky","21","210","Pike County","195","1950",58669
"G2101970","Kentucky","21","210","Powell County","197","1970",13129
"G2101990","Kentucky","21","210","Pulaski County","199","1990",65034
"G2102010","Kentucky","21","210","Robertson County","201","2010",2193
"G2102030","Kentucky","21","210","Rockcastle County","203","2030",16037
"G2102050","Kentucky","21","210","Rowan County","205","2050",24662
"G2102070","Kentucky","21","210","Russell County","207","2070",17991
"G2102090","Kentucky","21","210","Scott County","209","2090",57155
"G2102110","Kentucky","21","210","Shelby County","211","2110",48065
"G2102130","Kentucky","21","210","Simpson County","213","2130",19594
"G2102150","Kentucky","21","210","Spencer County","215","2150",19490
"G2102170","Kentucky","21","210","Taylor County","217","2170",26023
"G2102190","Kentucky","21","210","Todd County","219","2190",12243
"G2102210","Kentucky","21","210","Trigg County","221","2210",14061
"G2102230","Kentucky","21","210","Trimble County","223","2230",8474
"G2102250","Kentucky","21","210","Union County","225","2250",13668
"G2102270","Kentucky","21","210","Warren County","227","2270",134554
"G2102290","Kentucky","21","210","Washington County","229","2290",12027
"G2102310","Kentucky","21","210","Wayne County","231","2310",19555
"G2102330","Kentucky","21","210","Webster County","233","2330",13017
"G2102350","Kentucky","21","210","Whitley County","235","2350",36712
"G2102370","Kentucky","21","210","Wolfe County","237","2370",6562
"G2102390","Kentucky","21","210","Woodford County","239","2390",26871
"G2200010","Louisiana","22","220","Acadia Parish","001","0010",57576
"G2200030","Louisiana","22","220","Allen Parish","003","0030",22750
"G2200050","Louisiana","22","220","Ascension Parish","005","0050",126500
"G2200070","Louisiana","22","220","Assumption Parish","007","0070",21039
"G2200090","Louisiana","22","220","Avoyelles Parish","009","0090",39693
"G2200110","Louisiana","22","220","Beauregard Parish","011","0110",36549
"G2200130","Louisiana","22","220","Bienville Parish","013","0130",12981
"G2200150","Louisiana","22","220","Bossier Parish","015","0150",128746
"G2200170","Louisiana","22","220","Caddo Parish","017","0170",237848
"G2200190","Louisiana","22","220","Calcasieu Parish","019","0190",216785
"G2200210","Louisiana","22","220","Caldwell Parish","021","0210",9645
"G2200230","Louisiana","22","220","Cameron Parish","023","0230",5617
"G2200250","Louisiana","22","220","Catahoula Parish","025","0250",8906
"G2200270","Louisiana","22","220","Claiborne Parish","027","0270",14170
"G2200290","Louisiana","22","220","Concordia Parish","029","0290",18687
"G2200310","Louisiana","22","220","De Soto Parish","031","0310",26812
"G2200330","Louisiana","22","220","East Baton Rouge Parish","033","0330",456781
"G2200350","Louisiana","22","220","East Carroll Parish","035","0350",7459
"G2200370","Louisiana","22","220","East Feliciana Parish","037","0370",19539
"G2200390","Louisiana","22","220","Evangeline Parish","039","0390",32350
"G2200410","Louisiana","22","220","Franklin Parish","041","0410",19774
"G2200430","Louisiana","22","220","Grant Parish","043","0430",22169
"G2200450","Louisiana","22","220","Iberia Parish","045","0450",69929
"G2200470","Louisiana","22","220","Iberville Parish","047","0470",30241
"G2200490","Louisiana","22","220","Jackson Parish","049","0490",15031
"G2200530","Louisiana","22","220","Jefferson Davis Parish","053","0530",32250
"G2200510","Louisiana","22","220","Jefferson Parish","051","0510",440781
"G2200550","Louisiana","22","220","Lafayette Parish","055","0550",241753
"G2200570","Louisiana","22","220","Lafourche Parish","057","0570",97557
"G2200590","Louisiana","22","220","LaSalle Parish","059","0590",14791
"G2200610","Louisiana","22","220","Lincoln Parish","061","0610",48396
"G2200630","Louisiana","22","220","Livingston Parish","063","0630",142282
"G2200650","Louisiana","22","220","Madison Parish","065","0650",10017
"G2200670","Louisiana","22","220","Morehouse Parish","067","0670",25629
"G2200690","Louisiana","22","220","Natchitoches Parish","069","0690",37515
"G2200710","Louisiana","22","220","Orleans Parish","071","0710",383997
"G2200730","Louisiana","22","220","Ouachita Parish","073","0730",160368
"G2200750","Louisiana","22","220","Plaquemines Parish","075","0750",23515
"G2200770","Louisiana","22","220","Pointe Coupee Parish","077","0770",20758
"G2200790","Louisiana","22","220","Rapides Parish","079","0790",130023
"G2200810","Louisiana","22","220","Red River Parish","081","0810",7620
"G2200830","Louisiana","22","220","Richland Parish","083","0830",20043
"G2200850","Louisiana","22","220","Sabine Parish","085","0850",22155
"G2200870","Louisiana","22","220","St. Bernard Parish","087","0870",43764
"G2200890","Louisiana","22","220","St. Charles Parish","089","0890",52549
"G2200910","Louisiana","22","220","St. Helena Parish","091","0910",10920
"G2200930","Louisiana","22","220","St. James Parish","093","0930",20192
"G2200950","Louisiana","22","220","St. John the Baptist Parish","095","0950",42477
